-0.339029;0.192417;0.618416;10.065107;0
-0.336085;0.193352;0.618416;10.065107;0
-0.343889;0.192276;0.618416;10.065107;0
-0.339172;0.192839;0.618416;10.065107;0
-0.342525;0.191967;0.618416;10.065107;0
-0.337054;0.192846;0.618416;10.065107;0
-0.330799;0.193747;0.618416;10.065107;0
-0.329021;0.193940;0.618416;10.065107;0
-0.338702;0.192525;0.618416;10.065107;0
-0.332150;0.193074;0.618416;10.065107;0
-0.335463;0.193188;0.618416;10.065107;0
-0.324839;0.194621;0.618416;10.065107;0
-0.334396;0.192848;0.618416;10.065107;0
-0.333628;0.193492;0.618416;10.065107;0
-0.337884;0.192913;0.618416;10.065107;0
-0.339885;0.192415;0.618416;10.065107;0
-0.345539;0.191608;0.618416;10.065107;0
-0.347317;0.191242;0.618416;10.065107;0
-0.341482;0.192136;0.618416;10.065107;0
-0.352868;0.186883;0.619314;10.065107;0
-0.357120;0.186561;0.619314;10.065107;0
-0.351193;0.187475;0.619314;10.065107;0
-0.346371;0.187989;0.619314;10.065107;0
-0.341123;0.188057;0.619314;10.065107;0
-0.349500;0.187096;0.619314;10.065107;0
-0.336241;0.189217;0.619314;10.065107;0
-0.345886;0.188025;0.619314;10.065107;0
-0.357095;0.186958;0.619314;10.065107;0
-0.358653;0.186525;0.619314;10.065107;0
-0.359192;0.187043;0.619314;10.065107;0
-0.351550;0.187738;0.619314;10.065107;0
-0.342674;0.188588;0.619314;10.065107;0
-0.341319;0.188859;0.619314;10.065107;0
-0.342438;0.189027;0.619314;10.065107;0
-0.349827;0.187936;0.619314;10.065107;0
-0.341592;0.188691;0.619314;10.065107;0
-0.368932;0.181926;0.619747;10.065107;0
-0.367755;0.181744;0.619747;10.065107;0
-0.361170;0.183020;0.619747;10.065107;0
-0.367098;0.182495;0.619747;10.065107;0
-0.363700;0.182528;0.619747;10.065107;0
-0.357271;0.182777;0.619747;10.065107;0
-0.364608;0.182140;0.619747;10.065107;0
-0.369847;0.181664;0.619747;10.065107;0
-0.371180;0.181440;0.619747;10.065107;0
-0.372170;0.181369;0.619747;10.065107;0
-0.366985;0.182576;0.619747;10.065107;0
-0.380014;0.182679;0.619747;10.065107;0
-0.388866;0.182360;0.619747;10.065107;0
-0.382107;0.182813;0.619747;10.065107;0
-0.379428;0.179912;0.619754;10.065107;0
-0.395227;0.178382;0.619754;10.065107;0
-0.387939;0.177784;0.619754;10.065107;0
-0.385328;0.177414;0.619754;10.065107;0
-0.383578;0.177212;0.619754;10.065107;0
-0.376666;0.177874;0.619754;10.065107;0
-0.379768;0.177428;0.619754;10.065107;0
-0.375106;0.178207;0.619754;10.065107;0
-0.376134;0.177667;0.619754;10.065107;0
-0.367968;0.178489;0.619754;10.065107;0
-0.368524;0.178837;0.619754;10.065107;0
-0.378941;0.174418;0.619754;10.065107;0
-0.382324;0.173668;0.619754;10.065107;0
-0.387721;0.173676;0.619383;10.065107;0
-0.391425;0.173221;0.619383;10.065107;0
-0.390350;0.173119;0.619383;10.065107;0
-0.389409;0.173233;0.619383;10.065107;0
-0.390455;0.173015;0.619383;10.065107;0
-0.380630;0.174166;0.619383;10.065107;0
-0.388681;0.170530;0.619383;10.065107;0
-0.400411;0.166457;0.618691;10.065107;0
-0.394204;0.167140;0.618691;10.065107;0
-0.432160;0.154952;0.616636;10.065107;0
-0.484555;0.141723;0.614250;10.065107;0
-0.533496;0.129390;0.611778;10.065107;0
-0.614307;0.112323;0.614931;10.065107;0
-0.684921;0.099148;0.625157;10.065107;0
-0.744740;0.083750;0.650803;10.065107;0
-0.626705;0.062475;0.677506;10.065107;0
-0.532949;0.210430;0.615438;10.065107;0
-0.504341;0.210948;0.615438;10.065107;0
-0.520739;0.211085;0.615438;10.065107;0
-0.482828;0.211063;0.615438;10.065107;0
-0.443997;0.211402;0.615438;10.065107;0
-0.455622;0.211619;0.615438;10.065107;0
-0.410429;0.211896;0.615438;10.065107;0
-0.404248;0.211956;0.615438;10.065107;0
-0.394015;0.212613;0.615438;10.065107;0
-0.352200;0.212875;0.615438;10.065107;0
-0.300751;0.213254;0.615438;10.065107;0
-0.293058;0.213217;0.615438;10.065107;0
-0.308988;0.207044;0.614250;10.065107;0
-0.296016;0.207399;0.614250;10.065107;0
-0.288229;0.207314;0.614250;10.065107;0
-0.242750;0.207584;0.614250;10.065107;0
-0.236188;0.207447;0.614250;10.065107;0
